en_src_word,en_word,de_word,bn_word,ru_word
plasterwork,plasterwork,verputz,প্লাস্টারের,штукатурка
plastic,plastic,kunststoff,প্লাস্টিক,пластик
platelet,platelet,plättchen,প্লেটলেট,тромбоцит
platform,platform,plattform,মাচা,платформа
platinum,platinum,platin,প্ল্যাটিনাম,платина
platonic,platonic,platonisch,আদর্শমূলক,платонический
platypus,platypus,schnabeltier,প্লাটিপাস,утконос
playable,playable,spielbar,খেলার যোগ্য,играть
playback,playback,wiedergabe,প্লেব্যাক,воспроизведение
playoff,playoff,spielstart,প্লে অফ,плей-офф
plea,plea,plädoyer,অজুহাত,мольба
pleading,pleading,bitten,সনির্বন্ধ মিনতি,умоляющий
please,please,bitte,অনুগ্রহ,пожалуйста
pleasure,pleasure,vergnügen,পরিতোষ,удовольствие
pledge,pledge,versprechen,অঙ্গীকার,залог
pliers,pliers,zange,প্লাস,плоскогубцы
plight,plight,notlage,অঙ্গীকার,положение
plot,plot,handlung,চক্রান্ত,сюжет
plotting,plotting,plotten,অঙ্কন,черчения
plough,plough,pflug,লাঙ্গল,плуг
ploy,ploy,trick,চাকরি,уловка
pluck,pluck,zupfen,সাহস,срывать
plucked,plucked,gezupft,অপহৃত,щипковые
plum,plum,pflaume,বরই,слива
plumber,plumber,klempner,সীসক,водопроводчик
plump,plump,rundlich,দ্বিধাহীনভাবে,полнеть
plunge,plunge,stürzen,নিমজ্জন,вляпаться
pluralism,pluralism,pluralismus,একাধিকত্ব,плюрализм
pluralistic,pluralistic,pluralistisch,বহুত্ববাদী,плюралистический
plush,plush,plüsch-,প্লাশ্,плюш
pneumatic,pneumatic,pneumatisch,বায়ুসংক্রান্ত,пневматический
pneumonia,pneumonia,lungenentzündung,নিউমোনিআ,пневмония
poach,poach,pochieren,হস্তগত করা,браконьерствовать
pocketed,pocketed,steckte ein,জামার পকেট বহনসাধ্য,забитым
poem,poem,gedicht,কবিতা,стих
poetess,poetess,dichterin,কবি,поэтесса
poetic,poetic,poetisch,কবিসুলভ,поэтичный
poetry,poetry,poesie,কবিতা,поэзия
point,point,punkt,বিন্দু,точка
poisoning,poisoning,vergiftung,বিষণ,отравление
polar,polar,polar-,মেরূপ্রবণতাযুক্ত,полярный
polarity,polarity,polarität,প্রান্তিকতা,полярность
polarization,polarization,polarisation,সমবর্তন,поляризация
polarize,polarize,polarisieren,সমবর্তিত করা,поляризовать
policed,policed,überwacht,পুলিশি,охраняется
polished,polished,poliert,সুন্দর,полированный
politic,politic,politisch,রাজনৈতিক,политичный
politically,politically,politisch,রাজনৈতিকভাবে,политически
politicize,politicize,politisieren,রাজনীতিকরণ,заниматься политикой
poll,poll,umfrage,ভোটগ্রহণ,голосование
pollinator,pollinator,bestäuber,পরাগবহনকারীর,опылитель
pollution,pollution,verschmutzung,দূষণ,загрязнение
polycarbonate,polycarbonate,polycarbonat,পলিকার্বনেট,поликарбонат
polytheism,polytheism,polytheismus,বহুদেববাদ,политеизм
pomegranate,pomegranate,granatapfel,ডালিম,гранатовый
pondering,pondering,nachdenklich,চিন্তা,размышляют
pontoon,pontoon,ponton,খেয়ানৌকা,понтон
poodle,poodle,pudel,পডল,пудель
pool,pool,schwimmbad,পুকুর,бассейн
poor,poor,arm,দরিদ্র,бедные
poorness,poorness,armut,দরিদ্রতা,бедность
poppy,poppy,mohn,পোস্ত,мак
populace,populace,bevölkerung,জনসাধারণ,чернь
popular,popular,beliebt,জনপ্রিয়,популярный
popularity,popularity,popularität,জনপ্রিয়তা,популярность
popularize,popularize,popularisieren,জনসাধারণ্যে প্রচলিত করা,популяризировать
popularly,popularly,populär,জনপ্রিয়,популярно
porcelain,porcelain,porzellan,চীনামাটির বাসন,фарфор
porcupine,porcupine,stachelschwein,শজারু,дикобраз
portability,portability,portabilität,বহনযোগ্যতা,портативность
ported,ported,portiert,বৈশিষ্ট্যসমূহ নিয়ে আসা,портирована
portrait,portrait,porträt,প্রতিকৃতি,портрет
portray,portray,porträtieren,ভাষায় বর্ণনা করা,изображать
posh,posh,vornehm,সর্বোত্কৃষ্ট,шикарный
posing,posing,posierend,অঙ্গবিন্যাস,создает
positioned,positioned,positioniert,স্থান,позиционированный
positive,positive,positiv,ধনাত্মক,положительный
positivism,positivism,positivismus,দৃষ্টবাদ,позитивизм
positivity,positivity,positivität,ইতিবাচক,положительность
possess,possess,besitzen,ভোগদখল করা,обладать
possessed,possessed,besessen,আবিষ্ট,одержимый
possessing,possessing,besitzen,অধিকারী,владеющий
possession,possession,besitz,দখল,владение
possessiveness,possessiveness,besitzgier,রাখার,собственничество
postage,postage,porto,ডাকমাসুল,почтовые расходы
postcard,postcard,postkarte,পোস্টকার্ড,открытка
posted,posted,gesendet,পোস্ট,отправил
posterior,posterior,hintere,অবর,задний
postmodernism,postmodernism,postmodernismus,উত্তর-আধুনিকতা,постмодернизм
postscript,postscript,nachschrift,পুনশ্চ,постскриптум
postulate,postulate,postulat,স্বীকার্য,постулат
pot,pot,topf,পাত্র,горшок
potassium,potassium,kalium,পটাসিয়াম,калий
potency,potency,potenz,শক্তি,потенция
potential,potential,potenzial,সম্ভাব্য,потенциал
potentiality,potentiality,möglichkeit,সম্ভাবনা,потенциальность
potentially,potentially,möglicherweise,সম্ভাব্য,потенциально
potter,potter,töpfer,কুলাল,гончар
potting,potting,blumenerde,পাত্রে রাখা,заливка
pouch,pouch,beutel,থলি,сумка
poultry,poultry,geflügel,হাঁস,домашняя птица
pounced,pounced,gestürzt,ঝাঁপিয়ে,накинулся
pounder,pounder,pfünder,নোড়া,пестик
pout,pout,schmollmund,বিরক্তিভাব,гримаса
powder,powder,pulver,গুঁড়া,порошок
powers,powers,kräfte,ক্ষমতা,полномочия
practicability,practicability,befahrbarkeit,শক্যতা,осуществимость
practicable,practicable,möglich,সাধ্য,реальный
practicality,practicality,praktikabilität,বাস্তবতা,практичность
practice,practice,trainieren,অনুশীলন,практика
practiced,practiced,geübt,চর্চিত,практиковали
pragmatism,pragmatism,pragmatismus,প্রয়োগবাদ,прагматизм
prairie,prairie,prärie,বৃক্ষহীন তৃণভূমি,прерия
praising,praising,loben,গুণগান,восхваление
prawn,prawn,garnele,চিংড়ি,креветка
pray,pray,beten,প্রার্থনা করা,молиться
prayerful,prayerful,gebeterfüllt,প্রার্থনাপূর্ণ,молитвенный
praying,praying,beten,প্রার্থনা,молиться
preacher,preacher,prediger,প্রচারক,проповедник
precarious,precarious,prekär,নিরাপত্তাহীন,ненадежный
precaution,precaution,vorsicht,সতর্কতা,предосторожность
precedence,precedence,vorrang,প্রাধান্য,старшинство
precedent,precedent,präzedenzfall,নজির,прецедент
precious,precious,kostbar,বহুমূল্য,драгоценный
precipitation,precipitation,niederschlag,বৃষ্টিপাতের পরিমাণ,атмосферные осадки
precocious,precocious,frühreif,ইঁচড়ে পাকা,скороспелый
preconceived,preconceived,vorgefasst,পূর্বকল্পিত,предвзятый
predecessor,predecessor,vorgänger,পূর্বপুরুষ,предшественник
predetermined,predetermined,vorbestimmt,পূর্বাহ্নে নির্ধারিত,предопределенный
predicate,predicate,prädikat,সূত্রের বিধেয়,сказуемое
prediction,prediction,prognose,ভবিষ্যদ্বাণী,прогнозирование
predictive,predictive,voraussagend,ভবিষ্যদ্বাণীপূর্ণ,прогностическое
predominance,predominance,vorherrschaft,প্রধানতা,преобладание
predominant,predominant,vorherrschend,উদীয়মান,преобладающий
predominate,predominate,überwiegen,প্রাধান্য,господствовать
prefect,prefect,präfekt,কর্তা,префект
prefer,prefer,bevorzugen,পছন্দ করা,предпочитать
preferable,preferable,bevorzugt,বাঞ্ছনীয়,предпочтительный
preferably,preferably,vorzugsweise,বাঞ্ছনীয়,предпочтительно
preference,preference,präferenz,পক্ষপাত,предпочтение
preferential,preferential,bevorzugt,পক্ষপাতমূলক,преимущественный
preferentially,preferentially,bevorzugt,মেপে,предпочтительно
preferred,preferred,bevorzugt,পছন্দের,предпочтительным
prefixed,prefixed,vorangestellt,পূর্বে সমাধান,приставкой
prehistoric,prehistoric,prähistorisch,প্রাগৈতিহাসিক,доисторический
prehistory,prehistory,vorgeschichte,প্রাগঐতিহাসিক,предыстория
preliminary,preliminary,vorläufig,প্রারম্ভিক,предварительный
prelude,prelude,auftakt,প্রস্তাবনা,прелюдия
premise,premise,prämisse,প্রতিজ্ঞা,предпосылка
premium,premium,prämie,প্রিমিয়াম,премия
prenatal,prenatal,pränatal,জন্মপূর্ব,предродовой
preoccupation,preoccupation,beschäftigung,তন্ময়তা,озабоченность
prep,prep,vorbereitung,প্র,приготовительный
prepaid,prepaid,vorausbezahlt,প্রিপেইড,предоплата
preparation,preparation,vorbereitung,প্রস্তুতি,подготовка
prepare,prepare,bereiten,প্রস্তুত করা,подготовить
preparedness,preparedness,bereitschaft,উদ্যতি,готовность
prerogative,prerogative,vorrecht,বিশেষ ক্ষমতা,прерогатива
prescription,prescription,rezept,প্রেসক্রিপশন,рецепт
prescriptive,prescriptive,präskriptiv,প্রচলিত প্রথামত,предписывающий
present,present,geschenk,বর্তমান,настоящее время
presentational,presentational,präsentativ,প্রেজেন্টেশন,презентационный
presenter,presenter,moderator,উপস্থাপক,ведущий
preservative,preservative,konservierungsmittel,সংরক্ষণকর,консервант
preserve,preserve,erhalten,বাঁচাইয়া রাখা,сохранять
preserver,preserver,erhalter,পালক,налитая
president,president,präsident,সভাপতি,президент
presidential,presidential,präsidenten,রাষ্ট্রপতি,президентских
press,press,drücken sie,প্রেস,нажмите
pressing,pressing,drücken,টিপে,прессование
presuppose,presuppose,voraussetzen,পূর্বাহ্নেই মানিয়া লত্তয়া,заключать в себе
pretty,pretty,ziemlich,চমত্কার,симпатичная
preventable,preventable,vermeidbar,প্রতিরোধযোগ্য,предотвратимый
prevention,prevention,verhütung,প্রতিরোধ,профилактика
preview,preview,vorschau,প্রিভিউ,предварительный просмотр
previous,previous,bisherige,আগে,предыдущий
price,price,preis,মূল্য,цена
priced,priced,preislich,দামের,оцененный
priceless,priceless,unbezahlbar,অমূল্য,бесценный
prick,prick,stechen,ফুটা,колоть
pride,pride,stolz,গর্ব,гордость
priestess,priestess,priesterin,ধর্মযাজিকা,жрица
priestly,priestly,priesterlich,যাজকীয়,священнический
primacy,primacy,primat,প্রথম স্থান,примат
primal,primal,ursprünglich,আদিম,первобытный
primer,primer,grundierung,কার্তুজ,грунтовка
primeval,primeval,urzeitlich,আদ্য,первобытный
primitively,primitively,primitiv,যে primitively,примитивно
primrose,primrose,primel,হলুদ ফুলের,примула
princess,princess,prinzessin,রাজকুমারী,принцесса
principle,principle,prinzip,নীতি,принцип
principled,principled,prinzipientreu,নিয়মাবদ্ধ,принципиальный
principles,principles,prinzipien,নীতিগুলো,принципы
printed,printed,gedruckt,মুদ্রিত,печатные
printing,printing,drucken,মুদ্রণ,печать
prism,prism,prisma,প্রি্ম্,призма
prisoner,prisoner,häftling,বন্দী,заключенный
privacy,privacy,privatsphäre,গোপনীয়তা,конфиденциальность
private,private,privatgelände,ব্যক্তিগত,частный
privates,privates,privatpersonen,আপনাকে আঘাত,частники
privatization,privatization,privatisierung,বেসরকারিকরণ,приватизация
privilege,privilege,privileg,সুবিধা,привилегия
privileged,privileged,privilegiert,তৈরী,привилегированный
pro,pro,profi,স্বপক্ষে,профессионал
probate,probate,nachsitzen,ইচ্ছাপত্র,утверждение завещания
probe,probe,sonde,প্রোবের,зонд
proceeding,proceeding,fortfahren,আগুয়ান,судопроизводство
proceedings,proceedings,verfahren,কার্যধারা,производство
proceeds,proceeds,erlös,আয়,доходы
process,process,verarbeiten,প্রক্রিয়া,обработать
processing,processing,wird bearbeitet,প্রক্রিয়াকরণ,обработка
procession,procession,prozession,মিছিল,шествие
processor,processor,prozessor,প্রসেসর,процессор
proclamation,proclamation,proklamation,ঘোষণা,воззвание
procreation,procreation,zeugung,জনন,порождение
procreative,procreative,fortpflanzung,জন্মদায়ক,производительная
procurement,procurement,beschaffung,আসাদন,закупка
produced,produced,produziert,উত্পাদিত,произведенный
producer,producer,hersteller,উত্পাদক,режиссер
product,product,produkt,পণ্য,продукт
productive,productive,produktiv,উত্পাদনক্ষম,продуктивный
productiveness,productiveness,ergiebigkeit,উৎপাদনশীলতা,плодородность
productivity,productivity,produktivität,প্রমোদ,производительность
professed,professed,bekennt,নামেমাত্র,исповедовали
profession,profession,beruf,পেশা,профессия
professional,professional,professionel,পেশাদারী,профессиональный
professorship,professorship,professur,প্রফেসরি,профессорство
profile,profile,profil,প্রোফাইলে,профиль
profit,profit,profitieren,মুনাফা,прибыль
profitable,profitable,profitabel,লাভজনক,рентабельный
profiteer,profiteer,geschäftemacher,মুনাফাখোর,спекулянт
profiteering,profiteering,wucher,লাভ,спекуляция
prognosis,prognosis,prognose,পূর্বাভাস,прогноз
programming,programming,programmierung,প্রোগ্রামিং,программирование
progressiveness,progressiveness,progressivität,প্রগতিশীলতার,прогрессивность
project,project,projekt,প্রকল্পের,проект
projecting,projecting,projizieren,জরিপ,выступающий
projector,projector,beamer,প্রজেক্টর,проектор
proliferate,proliferate,vermehren sich,প্রচুর সংখ্যায় স্বীয় বংশবৃদ্ধি,пролиферировать
prolonged,prolonged,verlängert,দীর্ঘায়িত,длительный
prom,prom,abschlussball,নাচের,выпускной вечер
prominence,prominence,bedeutung,অভিক্ষিপ্তাবস্থা,протуберанец
promotion,promotion,beförderung,পদোন্নতি,продвижение
prone,prone,anfällig,প্রবণ,склонный
proof,proof,beweis,প্রমাণ,доказательство
proofs,proofs,beweise,প্রমাণাদি,доказательства
propagandistic,propagandistic,propagandistisch,প্রচারনামূলক,пропагандистский
propellant,propellant,treibmittel,ছড়াবার,ракетное топливо
prophetic,prophetic,prophetisch,ভবিষ্যদ্বাণীপূর্ণ,пророческий
proponent,proponent,befürworter,প্রবক্তা,сторонник
proportion,proportion,anteil,অনুপাত,доля
proportionality,proportionality,verhältnismäßigkeit,আনুপাতিকতা,пропорциональность
proportionally,proportionally,anteilig,আনুপাতিকভাবে,пропорционально
proportioned,proportioned,proportioniert,সুসমন্বিত,соразмеренный
proposal,proposal,vorschlag,প্রস্তাব,предложение
proposition,proposition,vorschlag,প্রতিজ্ঞা,предложение
props,props,requisiten,সাজসরঞ্জাম,реквизит
prosecutor,prosecutor,staatsanwalt,অভিশংসক,прокурор
prosperity,prosperity,der wohlstand,সমৃদ্ধি,процветание
prostate,prostate,prostata,প্রস্টেট,предстательная железа
prosthetic,prosthetic,prothetisch,কৃত্রিম,протезный
prostrate,prostrate,niederwerfen,উপুড়,поверженный
protecting,protecting,schützen,রক্ষা,защищающий
protection,protection,schutz,সুরক্ষা,защита
protectionism,protectionism,protektionismus,সংরক্ষণবাদ,протекционизм
protectionist,protectionist,protektionistisch,সংরক্ষণনীতির সমর্থক,протекционистский
protein,protein,eiweiß,প্রোটিন,белок
protestant,protestant,evangelisch,আপত্তিকারী,протестант
protocol,protocol,protokoll,প্রোটোকল,протокол
protractor,protractor,winkelmesser,চাঁদা,транспортир
prove,prove,beweisen,প্রমাণ করা,доказывать
proven,proven,bewiesen,প্রমাণিত,доказанный
proverb,proverb,sprichwort,প্রবাদ,пословица
proverbial,proverbial,sprichwörtlich,প্রবাদতুল্য,общеизвестный
providence,providence,vorsehung,দূরদর্শিতা,провидение
providential,providential,vorsehung,দৈব,провиденциальный
province,province,provinz,প্রদেশ,провинция
provincial,provincial,provinziell,প্রাদেশিক,провинциальный
provincially,provincially,provinziell,প্রদেশবাসী,провинциально
proving,proving,beweisen,প্রতিপাদন,доказывания
provision,provision,bereitstellung,বিধান,обеспечение
provocateur,provocateur,provokateur,উসকানিদাতা,провокатор
provocative,provocative,provokativ,উত্তেজক,провокационный
prowess,prowess,fähigkeiten,পরাক্রম,доблесть
prowl,prowl,herumstreifen,কোটি টাকার শেয়ার ছাড়ছে,рыскать
prudential,prudential,aufsichtsrechtlich,প্রুডেন্সিয়াল,благоразумный
pseudo,pseudo,pseudo-,ছদ্ম,псевдо
psychedelic,psychedelic,psychedelisch,সাইকেডেলিক,психоделический
psychiatric,psychiatric,psychiatrisch,মানসিক,психиатрический
psychoanalysis,psychoanalysis,psychoanalyse,মন: সমীক্ষণ,психоанализ
psychoanalytic,psychoanalytic,psychoanalytisch,মনঃসমীক্ষার,психоаналитический
psychodynamic,psychodynamic,psychodynamisch,মনোজাঙ্গমিক,психодинамическая
psychological,psychological,psychologisch,মানসিক,психологический
psychometrics,psychometrics,psychometrie,মেধা বা মানসিক ক্রিয়াদির দ্বারা পেশী প্রভৃতিতে গতিসঞ্চার,психометрия
psychopathology,psychopathology,psychopathologie,মনোরোগ,психопатология
psychopathy,psychopathy,psychopathie,মানসিক অস্থিরতা রূপ্ম ব্যাধি,психопатия
psychosis,psychosis,psychose,মনোব্যাধি,психоз
psychotherapy,psychotherapy,psychotherapie,মনঃসমীক্ষণ,психотерапия
psychotic,psychotic,psychotisch,মনোরোগের,психотический
pub,pub,kneipe,মদের দোকান,паб
puberty,puberty,pubertät,বয়: সন্ধি,половая зрелость
publication,publication,veröffentlichung,প্রকাশন,публикация
publicly,publicly,öffentlich,প্রকাশ্যে,публично
publisher,publisher,herausgeber,প্রকাশক,издатель
pug,pug,mops,পশুর পদচিহ্ন,мопс
pulmonary,pulmonary,lungenentzündung,ফুস্ফুসগত,легочный
pulp,pulp,zellstoff,সজ্জা,пульпа
pulpit,pulpit,kanzel,যাজকসম্প্রদায়,кафедра
pulsate,pulsate,pulsieren,স্পন্দিত হত্তয়া,пульсировать
pulse,pulse,impuls,নাড়ি,пульс
pumpkin,pumpkin,kürbis,কুমড়া,тыква
pun,pun,wortspiel,শ্লেষ,каламбур
punch,punch,schlagen,মুষ্ট্যাঘাত,перфоратор
punctual,punctual,pünktlich,সময়নিষ্ঠ,пунктуальный
punctuality,punctuality,pünktlichkeit,তত্পরতা,пунктуальность
punctually,punctually,pünktlich,যথাসময়ে,пунктуально
punctuate,punctuate,interpunktieren,স্বরাঘাত করা,перемежать
punctuation,punctuation,interpunktion,যতিচিহ্নসিন্নিবেশ,пунктуация
puncture,puncture,punktion,খোঁচা,прокол
punishable,punishable,strafbar,দণ্ডনীয়,наказуемый
punitive,punitive,strafend,শাস্তিমূলক,карательный
punter,punter,spieler,বেশ্যার খদ্দের,понтер
pupil,pupil,schüler,পুতলি,ученик
purchase,purchase,kauf,ক্রয়,покупка
pure,pure,rein,বিশুদ্ধ,чистый
purgatory,purgatory,fegefeuer,প্রায়শ্চিত্তমূলক,чистилище
purism,purism,purismus,প্রকৃতিবাদ,пуризм
purplish,purplish,violett,বেগুনি,багрянистый
purposeful,purposeful,zielstrebig,সকাম,целенаправленный
purr,purr,schnurren,গরগর আওয়াজ,мурлыкать
purse,purse,geldbörse,টাকার থলি,кошелек
pygmy,pygmy,pygmäe,বেঁটে,карликовый
pyramidal,pyramidal,pyramidenförmig,শিখরাকার,пирамидальный
pyrotechnic,pyrotechnic,pyrotechnisch,পাইরোটেকনিক,пиротехнический
quad,quad,viereck,চতুর্ভুজ,квад
quadrilateral,quadrilateral,viereck,চতুর্ভুজ,четырехугольник
quail,quail,wachtel,ভয়ে পিছাইয়া পড়া,перепел
quake,quake,beben,ভূমিকম্প,дрожать
quaking,quaking,zittern,কম্পমান,дрожащий
qualification,qualification,qualifikation,যোগ্যতা,квалификация
qualifications,qualifications,qualifikationen,যোগ্যতা,квалификации
qualify,qualify,qualifizieren,যোগ্যতা,квалифицировать
quantitative,quantitative,quantitativ,মাত্রিক,количественный
quarantine,quarantine,quarantäne,সঙ্গরোধ,карантин
quartered,quartered,geviertelt,চার ভাগে,четвертовать
quarterly,quarterly,vierteljährlich,ত্রৈমাসিক,ежеквартальный
quartermaster,quartermaster,quartiermeister,কোয়ার্টার,квартирмейстер
quartet,quartet,quartett,চৌপদী,квартет
quartzite,quartzite,quarzit,কোয়ার্টজাইট,кварцит
queen,queen,königin,রাণী,королева
query,query,abfrage,প্রশ্ন,запрос
querying,querying,abfrage,কুয়েরিং,запросы
queue,queue,warteschlange,কিউ,очередь
quibble,quibble,knabbern,টাল,каламбур
quiet,quiet,ruhig,শান্ত,тихо
quintessential,quintessential,quintessenz,বিশুদ্ধ,наиболее существенный
quintet,quintet,quintett,পঁচক,квинтет
quintuple,quintuple,verfünffachen,পাঁচগুণ করা,пятикратный
quit,quit,verlassen,অব্যাহতিপ্রাপ্ত,уволиться
quits,quits,quitt,তুল্যমূল্য বস্তু,квиты
quivered,quivered,zitterte,স্ফুরিত,задрожала
quotation,quotation,zitat,উদ্ধৃতি,цитата
rabid,rabid,tollwütig,ক্ষিপ্তবৎ,бешеный
rabies,rabies,tollwut,জলাতঙ্ক,бешенство
raccoon,raccoon,waschbär,র্যাকুন,енот
racially,racially,rassistisch,জাতিগতভাবে,расово
racist,racist,rassist,বর্ণবাদী,расист
racket,racket,schläger,কোলাহল,ракетка
radiator,radiator,kühler,রেইডিয়াটার,радиатор
radicalism,radicalism,radikalismus,নিয়মতান্ত্রিক উপায়ে আমূল সংস্কারকামী মতবাদ,радикализм
radicalize,radicalize,radikalisieren,চরমপন্ঠী বানাতে,укоренять
radically,radically,radikal,আমূল,радикально
radiobiology,radiobiology,radiobiologie,রেডিওবায়োলজি,радиобиология
radiocarbon,radiocarbon,radiokohlenstoff,রেডিওকার্বন,радиоуглерод
radiological,radiological,radiologisch,রেডিওলজিক্যাল,рентгенологический
radiologist,radiologist,radiologe,রেডিত্তল্যাজিস্ট,радиолог
radish,radish,rettich,মূলা,редис
raft,raft,floß,ভেলা,рафт
rafter,rafter,sparren,বরগা,стропило
rag,rag,lappen,টেনা,тряпка
ragged,ragged,zottig,জীর্ণ,оборванный
rain,rain,regen,বৃষ্টি,дождь
raincoat,raincoat,regenjacke,রেইনকোট,плащ
raised,raised,angehoben,উত্থাপিত,поднятый
raisin,raisin,rosine,কিশমিশ,изюм
raising,raising,erziehen,উত্থাপন,привлечение
rake,rake,rechen,মই দিয়া আহরণ করা,грабли
ramble,ramble,wanderung,ঘুরাঘুরি করা,заговариваться
ramp,ramp,rampe,ডাকাতি,скат
rampant,rampant,grassierend,প্রচণ্ড,безудержный
ran,ran,lief,দৌড়ে,побежал
rancid,rancid,ranzig,বিস্বাদ,прогорклый
ranged,ranged,entfernt,সীমাকৃত,варьировала
ranging,ranging,reichend,ছোটো,ранжирование
rank,rank,rang,মর্যাদাক্রম,ранг
ranked,ranked,rangiert,স্থান,занимает
rare,rare,selten,বিরল,редкий
rarely,rarely,selten,কদাচিৎ,редко
rascal,rascal,schlingel,বদমাশ,мошенник
rash,rash,ausschlag,ফুসকুড়ি,сыпь
ratchet,ratchet,ratsche,র্যাচিট,трещотка
rather,rather,lieber,বরং,скорее
ratify,ratify,ratifizieren,অনুসমর্থন করা,ратифицировать
rating,rating,bewertung,নির্ধারণ,рейтинг
rationality,rationality,rationalität,যৌক্তিকতা,рациональность
rationalization,rationalization,rationalisierung,করণী-নিরসন,рационализация
rationally,rationally,rational,যুক্তিযুক্তভাবে,рационально
rationing,rationing,rationierung,সংভরণ,нормирование
ratty,ratty,rattig,ক্রুদ্ধ,крысиный
ravine,ravine,schlucht,গিরিখাত,овраг
raw,raw,roh,কাঁচা,сырье
ray,ray,strahl,রশ্মি,луч
razor,razor,rasierer,ক্ষুর,бритва
reach,reach,erreichen,নাগাল,достичь
reaching,reaching,erreichen,পৌঁছনো,достижения
react,react,reagieren,প্রতিক্রিয়া,реагировать
reactant,reactant,reaktant,বিক্রিয়ক,реагент
reaction,reaction,reaktion,প্রতিক্রিয়া,реакция
reactionary,reactionary,reaktionär,প্রতিক্রিয়াশীল,реакционер
reactivate,reactivate,reaktivieren,পুন: ক্রিয়াশীল করা,реактивировать
reactivation,reactivation,reaktivierung,পুনঃসক্রিয়করণের,реактивация
reactor,reactor,reaktor,পারমাণবিক চুল্লী,реактор
read,read,lesen,পড়া,читать
readable,readable,lesbar,সুপাঠ্য,удобочитаемый
reading,reading,lesen,পড়া,чтение
readjustment,readjustment,neueinstellung,পুনর্বিন্যাস,санация
real,real,echt,বাস্তব,реальный
realignment,realignment,neuausrichtung,পুনর্নির্মাণ,перестройка
realism,realism,realismus,বাস্তবতা,реализм
realistic,realistic,realistisch,বাস্তবানুগ,реалистический
reality,reality,wirklichkeit,বাস্তবতা,реальность
realizing,realizing,realisieren,নিরূপক,понимая
really,really,ja wirklich,সত্যিই,действительно
realty,realty,grundstück,ভূসম্পত্তি,недвижимость
reanimate,reanimate,reanimieren,পুনর্জীবিত করা,реанимировать
reanimation,reanimation,wiederbelebung,সঁজীবন,реанимация
reap,reap,ernten,কাটা,пожинать
reasonable,reasonable,angemessen,যৌক্তিক,разумный
reasoned,reasoned,vernünftig,কারণগত,мотивированный
reasoning,reasoning,argumentation,যুক্তি,рассуждения
reassurance,reassurance,beruhigung,প্রত্যয়-উত্পাদন,перестраховка
reassuring,reassuring,beruhigend,ভরসাজনক,обнадеживающим
rebelliousness,rebelliousness,rebellion,বিদ্রোহী মনোভাব,непокорность
rebirth,rebirth,wiedergeburt,নবজন্ম,возрождение
reboot,reboot,neu starten,পুনরায় বুট করার,перезагружать
rebuff,rebuff,abfuhr,ধমক,отпор
rebuilt,rebuilt,wieder aufgebaut,পুনর্নির্মিত,перестроенный
rebuke,rebuke,tadel,তাড়ন,упрек
rebuttal,rebuttal,widerlegung,খণ্ডন,опровержение
recantation,recantation,widerruf,প্রত্যাহার,отречение
receipt,receipt,quittung,প্রাপ্তি,квитанция
receipts,receipts,einnahmen,রসিদ,поступления
receivables,receivables,forderungen,সম্ভাব্য,задолженность
receive,receive,erhalten,গ্রহণ করা,получать
receiver,receiver,empfänger,গ্রাহক,получатель
reception,reception,rezeption,অভ্যর্থনা,прием
receptive,receptive,empfänglich,ধারণক্ষম,восприимчивый
receptor,receptor,rezeptor,রিসেপটর,рецептор
recess,recess,aussparung,ছুটি,выемка
recession,recession,rezession,মন্দা,спад
recharge,recharge,aufladen,নুতন গুলি ভরা,перезарядка
rechargeable,rechargeable,wiederaufladbar,রিচার্জেবল,перезаряжаемый
recipe,recipe,rezept,প্রণালী,рецепт
reciprocally,reciprocally,gegenseitig,পরস্পরে,обоюдно
recirculation,recirculation,umwälzung,রিসার্কুলেশন,рециркуляция
reclaim,reclaim,zurückfordern,সংশোধন,истребовать
recline,recline,zurücklehnen,আরাম করা,откидывать
recognize,recognize,erkenne,চেনা,признать
recoil,recoil,rückstoß,পশ্চাদপসরণ,отдача
recombination,recombination,rekombination,পুনর্সমম্বয়,рекомбинация
recombine,recombine,rekombinieren,পুনর্মিলিত,рекомбинировать
recommencement,recommencement,wiederbeginn,পুনরারম্ভ,возобновление
recommend,recommend,empfehlen,সুপারিশ করা,рекомендовать
reconcile,reconcile,versöhnen,পুনর্মিলিত করা,примириться
reconfiguration,reconfiguration,neukonfiguration,কনফিগার করার,реконфигурация
reconsider,reconsider,überdenken,পুনর্বিচার করা,пересматривать
reconsideration,reconsideration,überlegung,পুনর্বিচার,повторное рассмотрение
reconstitute,reconstitute,rekonstituieren,পুনর্গঠিত,восстанавливать
reconstructed,reconstructed,rekonstruiert,পুনর্নির্মিত,восстановленный
reconstruction,reconstruction,wiederaufbau,পুনর্গঠন,реконструкция
reconstructive,reconstructive,rekonstruktiv,পুনর্গঠনকর,восстановительный
recordable,recordable,beschreibbar,রেকর্ড,записываемый
recording,recording,aufzeichnung,রেকর্ডিং,запись
recoup,recoup,wiedergewinnen,ক্ষতিপূরণ করা,отыгрываться
recourse,recourse,zuflucht,আশ্রয়,обращение
recovery,recovery,wiederherstellung,আরোগ্য,восстановление
recruit,recruit,rekrutieren,আরোগ্যলাভ করা,нанимать на работу
recruiting,recruiting,rekrutierung,নিয়োগের,наем
rectification,rectification,berichtigung,শুদ্ধি,выпрямление
